"発行通番","JIS地区コード","お問合せ番号","伝票番号","出荷日","荷送人コード","荷送人ｶﾅ","荷送人名1","荷送人名2","荷送人郵便番号","荷送人住所1","荷送人住所2","荷送人住所3","荷送人TEL","支払人コード","荷受人コード","荷受人ｶﾅ","荷受人名1","荷受人名2","荷受人郵便番号","荷受人住所1","荷受人住所2","荷受人住所3","荷受人TEL","所属店名","所属店電話番号","路線着地コード","路線着店名","路線仕分番号","配送指定日","記事1","記事2","記事3","記事4","記事5","記事6","記事7","記事8","個数","パレット数","重量","容積","保険料","荷札印刷枚数","送り状印刷時間","荷札印刷時間","貨物受領書印刷時間","出荷一覧印刷時間","着店コード","荷受人郵便番号整合性チェックフラグ"
" ","14109","3205797630","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","株式会社ポンパドウル　新横浜工房","（２５６）","2230057","神奈川県横浜市港北区新羽町１１８","２","","045-540-3777","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13214","3205797641","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","株式会社ポンパドウル　国分寺店（","３１７）","1858562","東京都国分寺市南町３－２０－３丸","井国分寺店　Ｂ１Ｆ","","042-327-4180","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14136","3205797652","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","木曽路　２８３　宮前平店　調理場","","2160005","神奈川県川崎市宮前区土橋２－１２","－１","","044-871-2310","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13110","3205797663","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","木曽路　２７０　碑文谷店　調理場","","1520003","東京都目黒区碑文谷三丁目１７－１","５","","03-3710-0955","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12101","3205797674","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","くいどん　東千葉店　調理場","","2600041","千葉県千葉市中央区東千葉２－３２","－５","","043-206-3929","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12204","3205797685","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","くいどん　船橋宮本店　調理場","","2730003","千葉県船橋市宮本１－２２－８","","","047-407-0629","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13102","3205797696","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","３９１　大穴人形町店　調理場","","1030013","東京都中央区日本橋人形町１－１８","－１２日土地人形町ビルＢ１Ｆ","","03-3664-7730","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11230","3205797700","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","２９３　　　木曽路　新座店　調理","場","3520011","埼玉県新座市野火止８－３－１５","","","048-489-5371","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23108","3205797711","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","メーキュー　　名古屋市立大学病院","・患者　発注担当者","4670001","愛知県名古屋市瑞穂区瑞穂町字川澄","１　名古屋市立大学病院内　メーキ","ュー厨房","052-842-7445","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23210","3205797722","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","メーキュー　　刈谷市第二学校給食","センター　厨房　発注担当者","4480015","愛知県刈谷市新田町２－５１","","","0566-24-6671","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","10202","3205797733","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","すたみな太郎　高崎インター店","","3700018","群馬県高崎市新保町１５４５－１","","","027-353-8833","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13106","3205797744","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","平城苑　浅草総本店","","1110034","東京都台東区雷門１－１５－１０","","","03-3847-2911","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9201","3205797755","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","元気の家給食室　内","日本栄養給食","3210157","栃木県宇都宮市幕田町１４５６－１","＊＊　必ず　厨房担当者様　渡し","＊＊","028-655-5080","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9202","3205797766","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","ルンビニー園　給食室　内","日本栄養給食","3260004","栃木県足利市樺崎町１７０６　＊＊","必ず　厨房担当者様　渡し　＊＊","","0284-44-0169","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9201","3205797770","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","ミドリ安全宇都宮株式会社　宇都宮","本社　（自店","3210934","栃木県宇都宮市簗瀬４－１２－３２","","","028-637-2244","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9211","3205797781","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","たかはら学園　内　必ず給食室へ！","！","3291573","栃木県矢板市越畑２２６","日本栄養給食協会　厨","房担当者渡し","0287-48-0304","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14104","3205797792","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","シバフードサービス　ふれあい横","浜ホスピタル　内厨房　ご　担当者","2310031","神奈川県横浜市中区万代町２－３－","３　３階","","045-662-1626","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22139","3205797803","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　浜松ベイシ","ア店","4312103","静岡県浜松市浜名区新都田３－１－","１　　　ベイシア浜松店１Ｆ","","053-428-6190","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11210","3205797825","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","水野産業　　関東物流センター","","3470010","埼玉県加須市大桑２－２４【注文番","号：０６Ｚ０５００９】","","0480-76-0321","","","","",""," ","６／２４必着","","","","","","","","1","","20","","","","","","","","",""
" ","22210","3205797836","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","いわきゅう駿河　富士工場","","4190201","静岡県富士市厚原２０１－２","","","0545-73-2255","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22211","3205797840","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","いわきゅう　豊田工場　１階南側","入口","4380814","静岡県磐田市気子島９６１","","","0538-37-5872","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22223","3205797851","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","いわきゅう　浜岡給食","","4371601","静岡県御前崎市上朝比奈４２４９－","１","","0537-86-3232","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22138","3205797862","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","いわきゅう　遠州工場　　２階作","業着２５６００２","4313102","静岡県浜松市中央区豊西町８９５－","１","","053-435-8709","","","","",""," ","午後必着","","","","","","","","1","","20","","","","","","","","",""
" ","8202","3205797873","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","寧々家　日立駅前店　８２４０７１","６６　谷藤　優衣","3170062","茨城県日立市平和町１－１８－１","","","0294-27-2101","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","8201","3205797884","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","いろはにほへと　水戸駅南口店　８","２４０３８８１　米川　美麗","3100801","茨城県水戸市桜川１丁目３－３","","","029-303-2335","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23203","3205797895","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　７６１","２","4940007","愛知県一宮市小信中島字郷中１０４","番地　医療法人　泰玄会　泰玄会西","病院様内","0586-64-2570","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23203","3205797906","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　７１４","７","4940012","愛知県一宮市明地字東下城４０　豊","田合成　尾西工場様内","","0586-69-5573","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","22209","3205797910","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　２１９","７","4270008","静岡県島田市落合６４番地の１１","島田市立中部学校給食センター様内","","00-0000-0000","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23236","3205797921","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　２０７","１","4700224","愛知県みよし市三好町井ノ口４７番","地　　三五　三好工場様内","","0561-32-3548","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23220","3205797932","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　１８７","８","4950025","愛知県稲沢市祖父江町両寺内神明前","６５　稲沢市立祖父江町学校給食セ","ンター様内","0587-97-0899","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23220","3205797943","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　１５２","０","4928153","愛知県稲沢市井之口町中四反畑４５","００　豊田合成　サンコート井之口","寮様内","0587-22-1226","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23210","3205797954","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　刈谷豊橋１グループ","担当者　７３３５","4480029","愛知県刈谷市昭和町１－１　　デン","ソー本社デンソー新中央食堂２Ｆ","","0566-27-3204","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","27113","3205797965","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ユ－サ－ビス　　吉見　佳代","","5550011","大阪府大阪市西淀川区竹島４－１－","２８","","06-6477-4305","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9208","3205797976","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","魚国総本社　店長（デンソーテン","小山様）","3290203","栃木県小山市西黒田９１　　デンソ","ーテン小山様","","07031580171","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9201","3205797980","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ステーキ宮　簗瀬店　８１９００７","９３　小川　咲季","3210925","栃木県宇都宮市東簗瀬１－３６－５","","","028-639-1085","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","18201","3205797991","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ステーキ宮　福井大和田店　８１９","０４８５９　藤井　和治","9100836","福井県福井市大和田２－１２４０","","","0776-57-2345","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23237","3205798002","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ステーキ宮　甚目寺店　８２４０６","９４２　福島　菜摘","4901114","愛知県あま市下萱津平島１６","","","052-443-2126","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9204","3205798013","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ステーキ宮　佐野店　８２４０７６","５２　渡辺　苺実","3270831","栃木県佐野市浅沼町字浅沼７６２","","","0283-21-3819","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9201","3205798024","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ステーキ宮　ベルモール店　８２０","０５３８５　吉永　玲子","3210904","栃木県宇都宮市陽東６－２－１　ベ","ルモール内　レストランパーク１Ｆ","","028-613-0889","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","20207","3205798035","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","須坂市学校給食センター　御内","ジーエスエフ","3820037","長野県須坂市栃倉４１３－１","","","026-214-1093","","","","",""," ","６／２４指定必着","","","","","","","","1","","20","","","","","","","","",""
" ","25206","3205798046","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","パナソニック　アプライアンス社","御内　　グリーンハウス","5258520","滋賀県草津市野路東２－３－１－１","Ｗ２０棟","","077-562-0691","","","","",""," ","６／２４指定必着","","","","","","","","1","","20","","","","","","","","",""
" ","27203","3205798050","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","パークウェルステイト千里中央　御","内　　グリーンハウス","5600001","大阪府豊中市北緑丘１－７－５","","","06-6398-7023","","","","",""," ","６／２４指定必着","","","","","","","","1","","20","","","","","","","","",""
" ","11202","3205798061","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","風風ラ－メン　熊谷南口店","","3600036","埼玉県熊谷市桜木町１－１－１","","","048-580-5989","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28201","3205798072","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","びっくりドンキー　１２１３姫路花","影店","6700047","兵庫県姫路市花影１丁目４０番","","","079-299-0311","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27128","3205798083","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","アレフ　びっくりドンキー　１２","１０　千日前アムザ","5420074","大阪府大阪市中央区千日前２丁目９","－１７アムザ１０００　２Ｆ","","06-4396-4865","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14212","3205798094","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","アレフ　びっくりドンキー　１０","５１　厚木妻田店","2430814","神奈川県厚木市妻田南２丁目８－１","９","","046-296-5631","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11241","3205798105","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","アレフ　びっくりドンキー　１０","４６鶴ヶ島店","3502211","埼玉県鶴ヶ島市脚折町５丁目５－３","１","","0492-79-1091","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11208","3205798116","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","アレフ　びっくりドンキー　１０","０９新所沢店","3591111","埼玉県所沢市緑町３丁目１８－３","","","042-920-1433","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12103","3205798120","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","アレフ　びっくりドンキー　１０","０５穴川店","2630025","千葉県千葉市稲毛区穴川町３８３－","１","","043-290-1372","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13211","3205798131","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","アレフ　びっくりドンキー　１０","０１小平大沼店","1870001","東京都小平市大沼町２丁目８２３－","４５","","042-348-7279","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12221","3205798142","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","びっくりドンキー１９９８八千代緑","ヶ丘店","2760046","千葉県八千代市大和田新田字新木戸","前６－４９・３２００７３","","047-458-4860","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27227","3205798153","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","びっくりドンキー　１７６６岸田堂","店　　　　　　　　　アレフ　（３","5770848","大阪府東大阪市岸田堂西２丁目５－","２６","","06-6722-7007","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","30201","3205798164","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","アレフびっくりドンキー１７３３","パームシティ和歌山","6408433","和歌山県和歌山市中野３１","","","073-456-2262","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27125","3205798175","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","生活協同組合おおさかパルコープ","粉浜店（水産・畜産・惣菜：ボハラ","5590001","大阪府大阪市住之江区粉浜１－１－","３２キリンドプラザ帝塚山１Ｆ","","06-6676-5160","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27124","3205798186","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","生活協同組合おおさかパルコープ","鶴見支所（出荷：別院様分）","5380041","大阪府大阪市鶴見区今津北５－３－","１８","","06-6969-1873","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27116","3205798190","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","生活協同組合おおさかパルコープ","生野支所（出荷：光井様分）","5440003","大阪府大阪市生野区小路東５丁目６","－４０","","06-6751-6447","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27210","3205798201","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","生活協同組合おおさかパルコープ","星ヶ丘店（水産・畜産・惣菜：松本","5730013","大阪府枚方市星ヶ丘３－１６－５","","","0720-47-5561","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13108","3205798212","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","江東区立北砂保育園　御内　給食室","スエヒロ","1360073","東京都江東区北砂１－１－４－１０","１","","08092099759","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12103","3205798223","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","２３９２サンジェルマン　稲毛店","塚本果林１８１１０４","2630043","千葉県千葉市稲毛区小仲台２－２－","９　花光ビル１Ｆ　稲毛駅南口改札","すぐ","043-207-5861","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12222","3205798234","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","２３９０　サンジェルマン　我孫子","店　太田篤１８１１０２","2701166","千葉県我孫子市我孫子４－１１－１","あびこショッピングプラザ　１Ｆ","","04-7126-0085","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13214","3205798245","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","６２２１　コープ国分寺内藤　コー","プ　国分寺内藤店","1850033","東京都国分寺市内藤１－２２－１２","","","042-505-9591","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13115","3205798256","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","６２０７　コープ上井草店　御　担","当者","1670023","東京都杉並区上井草２－６－６","","","03-5310-2611","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9361","3205798260","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","２４５３　コープおもちゃのまち店","御　担当者","3210217","栃木県下都賀郡壬生町至宝３－１２","－３１","","0282-82-8801","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23103","3205798271","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","びっくりドンキー　豊山店　ご　担","当者","4620061","愛知県名古屋市北区会所町７４－１","","","052-903-9700","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23105","3205798282","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","びっくりドンキー　ささしま愛大前","店　ご　担当者","4530872","愛知県名古屋市中村区平池町４丁目","６０－１４","","052-533-2388","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23238","3205798293","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","鈴のれん　長久手店　調理場","","4801178","愛知県長久手市丁子田１０－４２","","","0561-65-0067","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11103","3205798304","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","木曽路　２６８　大宮店　調理場","","3300854","埼玉県さいたま市大宮区桜木一丁目","１０－７","","048-648-7111","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13109","3205798315","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","木曽路　２６５　大森店　調理場","","1400013","東京都品川区南大井三丁目３５－１","３","","03-3768-4320","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23114","3205798326","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","木曽路　２４５　鴻仏目店　調理場","","4580022","愛知県名古屋市緑区小坂２－２３１","８","","052-877-0408","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23105","3205798330","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","８６５鈴のれん　畑江通店　調理場","","4530851","愛知県名古屋市中村区畑江通９－３","２－１","","052-482-1676","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28214","3205798341","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","６２６　　　木曽路　宝塚店　調理","場","6650033","兵庫県宝塚市伊孑志３－１５","ローズスクエア内","","0797-72-8111","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27227","3205798352","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","６０５　木曽路　東大阪店　調理場","","5770012","大阪府東大阪市長田束１ー１７１","","","06-6784-1390","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13201","3205798363","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","２９０　　木曽路　八王子高倉店","調理場","1920033","東京都八王子市高倉町５４－７","","","042-631-1511","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13120","3205798374","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","２７２　木曽路　谷原店　調理場","","1770032","東京都練馬区谷原１ー１ー５","","","03-5393-1370","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23205","3205798385","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","メーキュー　　半田市第２学校給食","センター　厨房　発注担当者","4750084","愛知県半田市向山町１－３０","","","0569-28-2156","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14213","3205798396","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","角上魚類ホールディングス　　つき","み野店（龍康殿　なつみ様分）","2420002","神奈川県大和市つきみ野４丁目１０","－３","","046-271-0361","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11105","3205798400","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","角上魚類ホールディングス　　さい","たま中央店（佐野　祐子様分）","3380001","埼玉県さいたま市中央区上落合８丁","目３番　３２号","","048-829-9481","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
